video_id,filename,class,class_name,pool_type,lighting,camera_angle,confidence
V1067,sample_1067.jpg,3,swimming_distress,outdoor,low_light,overhead,0.78
V1068,sample_1068.jpg,3,swimming_distress,indoor,natural,side_view,0.84
V1069,sample_1069.jpg,2,drowning_passive,outdoor,natural,side_view,0.84
V1070,sample_1070.jpg,1,drowning_active,outdoor,natural,45_degree,0.81
V1071,sample_1071.jpg,2,drowning_passive,outdoor,natural,overhead,0.81
V1072,sample_1072.jpg,1,drowning_active,indoor,natural,overhead,0.86
V1073,sample_1073.jpg,0,normal_swimming,outdoor,artificial,overhead,0.95
V1074,sample_1074.jpg,0,normal_swimming,indoor,natural,45_degree,0.92
V1075,sample_1075.jpg,3,swimming_distress,indoor,artificial,45_degree,0.91
V1076,sample_1076.jpg,0,normal_swimming,indoor,natural,45_degree,0.92
V1077,sample_1077.jpg,0,normal_swimming,indoor,natural,45_degree,0.99
V1078,sample_1078.jpg,0,normal_swimming,outdoor,natural,overhead,0.91
V1079,sample_1079.jpg,0,normal_swimming,outdoor,natural,45_degree,0.91
V1080,sample_1080.jpg,0,normal_swimming,indoor,artificial,45_degree,0.83
V1081,sample_1081.jpg,0,normal_swimming,indoor,low_light,45_degree,0.96
V1082,sample_1082.jpg,0,normal_swimming,indoor,artificial,45_degree,0.78
V1083,sample_1083.jpg,3,swimming_distress,indoor,artificial,overhead,0.77
V1084,sample_1084.jpg,0,normal_swimming,indoor,low_light,45_degree,0.75
V1085,sample_1085.jpg,3,swimming_distress,outdoor,artificial,overhead,0.76
V1086,sample_1086.jpg,1,drowning_active,indoor,natural,45_degree,0.97
V1087,sample_1087.jpg,3,swimming_distress,indoor,natural,45_degree,0.98
V1088,sample_1088.jpg,1,drowning_active,indoor,natural,side_view,0.82
V1089,sample_1089.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.89
V1090,sample_1090.jpg,0,normal_swimming,outdoor,natural,overhead,0.8
V1091,sample_1091.jpg,1,drowning_active,indoor,natural,side_view,0.86
V1092,sample_1092.jpg,3,swimming_distress,indoor,artificial,overhead,0.97
V1093,sample_1093.jpg,2,drowning_passive,outdoor,artificial,overhead,0.86
V1094,sample_1094.jpg,1,drowning_active,indoor,natural,side_view,0.78
V1095,sample_1095.jpg,1,drowning_active,indoor,low_light,45_degree,0.83
V1096,sample_1096.jpg,2,drowning_passive,outdoor,low_light,side_view,0.89
V1097,sample_1097.jpg,3,swimming_distress,indoor,artificial,side_view,0.78
V1098,sample_1098.jpg,2,drowning_passive,outdoor,natural,overhead,0.92
V1099,sample_1099.jpg,2,drowning_passive,outdoor,low_light,overhead,0.87
V1100,sample_1100.jpg,2,drowning_passive,outdoor,low_light,overhead,0.81
V1101,sample_1101.jpg,3,swimming_distress,outdoor,natural,overhead,0.82
V1102,sample_1102.jpg,0,normal_swimming,indoor,natural,side_view,0.81
V1103,sample_1103.jpg,2,drowning_passive,indoor,natural,side_view,0.92
V1104,sample_1104.jpg,2,drowning_passive,outdoor,low_light,side_view,0.9
V1105,sample_1105.jpg,3,swimming_distress,outdoor,artificial,overhead,0.96
V1106,sample_1106.jpg,1,drowning_active,outdoor,natural,overhead,0.89
V1107,sample_1107.jpg,0,normal_swimming,outdoor,natural,overhead,0.96
V1108,sample_1108.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.97
V1109,sample_1109.jpg,2,drowning_passive,indoor,artificial,overhead,0.83
V1110,sample_1110.jpg,3,swimming_distress,indoor,low_light,overhead,0.8
V1111,sample_1111.jpg,3,swimming_distress,outdoor,natural,45_degree,0.98
V1112,sample_1112.jpg,3,swimming_distress,outdoor,artificial,side_view,0.78
V1113,sample_1113.jpg,0,normal_swimming,outdoor,natural,side_view,0.9
V1114,sample_1114.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.97
V1115,sample_1115.jpg,3,swimming_distress,indoor,low_light,overhead,0.84
V1116,sample_1116.jpg,2,drowning_passive,outdoor,low_light,overhead,0.94
V1117,sample_1117.jpg,1,drowning_active,indoor,low_light,45_degree,0.84
V1118,sample_1118.jpg,0,normal_swimming,indoor,low_light,side_view,0.84
V1119,sample_1119.jpg,0,normal_swimming,indoor,low_light,side_view,0.81
V1120,sample_1120.jpg,1,drowning_active,indoor,artificial,overhead,0.78
V1121,sample_1121.jpg,3,swimming_distress,indoor,natural,overhead,0.93
V1122,sample_1122.jpg,3,swimming_distress,outdoor,artificial,overhead,0.97
V1123,sample_1123.jpg,2,drowning_passive,outdoor,low_light,overhead,0.84
V1124,sample_1124.jpg,0,normal_swimming,outdoor,low_light,side_view,0.85
V1125,sample_1125.jpg,1,drowning_active,outdoor,natural,45_degree,0.98
V1126,sample_1126.jpg,3,swimming_distress,outdoor,natural,45_degree,0.93
V1127,sample_1127.jpg,1,drowning_active,indoor,artificial,overhead,0.8
V1128,sample_1128.jpg,0,normal_swimming,indoor,low_light,45_degree,0.98
V1129,sample_1129.jpg,0,normal_swimming,indoor,natural,side_view,0.98
V1130,sample_1130.jpg,0,normal_swimming,outdoor,artificial,side_view,0.84
V1131,sample_1131.jpg,3,swimming_distress,outdoor,natural,45_degree,0.89
V1132,sample_1132.jpg,0,normal_swimming,outdoor,artificial,side_view,0.97
V1133,sample_1133.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.95
V1134,sample_1134.jpg,3,swimming_distress,outdoor,low_light,overhead,0.88
V1135,sample_1135.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.96
V1136,sample_1136.jpg,0,normal_swimming,outdoor,natural,45_degree,0.92
V1137,sample_1137.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.84
V1138,sample_1138.jpg,2,drowning_passive,outdoor,natural,overhead,0.85
V1139,sample_1139.jpg,2,drowning_passive,indoor,natural,side_view,0.81
V1140,sample_1140.jpg,2,drowning_passive,indoor,artificial,overhead,0.79
V1141,sample_1141.jpg,2,drowning_passive,outdoor,low_light,overhead,0.76
V1142,sample_1142.jpg,1,drowning_active,indoor,artificial,45_degree,0.9
V1143,sample_1143.jpg,0,normal_swimming,outdoor,low_light,overhead,0.89
V1144,sample_1144.jpg,1,drowning_active,outdoor,artificial,side_view,0.88
V1145,sample_1145.jpg,2,drowning_passive,indoor,artificial,side_view,0.86
V1146,sample_1146.jpg,3,swimming_distress,outdoor,artificial,side_view,0.84
V1147,sample_1147.jpg,0,normal_swimming,outdoor,natural,side_view,0.78
V1148,sample_1148.jpg,1,drowning_active,outdoor,artificial,side_view,0.76
V1149,sample_1149.jpg,2,drowning_passive,indoor,low_light,side_view,0.82
V1150,sample_1150.jpg,3,swimming_distress,outdoor,artificial,overhead,0.82
V1151,sample_1151.jpg,2,drowning_passive,outdoor,natural,overhead,0.77
V1152,sample_1152.jpg,2,drowning_passive,outdoor,low_light,side_view,0.75
V1153,sample_1153.jpg,3,swimming_distress,indoor,low_light,45_degree,0.78
V1154,sample_1154.jpg,3,swimming_distress,indoor,artificial,45_degree,0.79
V1155,sample_1155.jpg,1,drowning_active,outdoor,natural,45_degree,0.92
V1156,sample_1156.jpg,1,drowning_active,outdoor,low_light,overhead,0.78
V1157,sample_1157.jpg,1,drowning_active,outdoor,low_light,overhead,0.86
V1158,sample_1158.jpg,1,drowning_active,outdoor,artificial,side_view,0.77
V1159,sample_1159.jpg,1,drowning_active,outdoor,low_light,side_view,0.96
V1160,sample_1160.jpg,2,drowning_passive,indoor,natural,side_view,0.86
V1161,sample_1161.jpg,0,normal_swimming,indoor,artificial,overhead,0.86
V1162,sample_1162.jpg,1,drowning_active,outdoor,natural,side_view,0.84
V1163,sample_1163.jpg,3,swimming_distress,indoor,artificial,side_view,0.97
V1164,sample_1164.jpg,3,swimming_distress,indoor,artificial,side_view,0.79
V1165,sample_1165.jpg,2,drowning_passive,outdoor,artificial,side_view,0.77
V1166,sample_1166.jpg,2,drowning_passive,outdoor,natural,side_view,0.88
V1167,sample_1167.jpg,0,normal_swimming,indoor,artificial,45_degree,0.89
V1168,sample_1168.jpg,1,drowning_active,outdoor,artificial,overhead,0.78
V1169,sample_1169.jpg,3,swimming_distress,outdoor,natural,overhead,0.84
V1170,sample_1170.jpg,3,swimming_distress,indoor,artificial,45_degree,0.96
V1171,sample_1171.jpg,3,swimming_distress,outdoor,natural,overhead,0.98
V1172,sample_1172.jpg,0,normal_swimming,outdoor,natural,side_view,0.8
V1173,sample_1173.jpg,2,drowning_passive,indoor,low_light,45_degree,0.93
V1174,sample_1174.jpg,1,drowning_active,indoor,low_light,45_degree,0.81
V1175,sample_1175.jpg,1,drowning_active,outdoor,artificial,45_degree,0.86
V1176,sample_1176.jpg,1,drowning_active,indoor,artificial,overhead,0.96
V1177,sample_1177.jpg,1,drowning_active,indoor,low_light,overhead,0.93
V1178,sample_1178.jpg,3,swimming_distress,indoor,artificial,overhead,0.99
V1179,sample_1179.jpg,0,normal_swimming,outdoor,low_light,overhead,0.99
V1180,sample_1180.jpg,1,drowning_active,indoor,natural,side_view,0.79
V1181,sample_1181.jpg,2,drowning_passive,indoor,low_light,side_view,0.96
V1182,sample_1182.jpg,1,drowning_active,outdoor,artificial,overhead,0.84
V1183,sample_1183.jpg,1,drowning_active,indoor,artificial,45_degree,0.84
V1184,sample_1184.jpg,0,normal_swimming,outdoor,natural,side_view,0.84
V1185,sample_1185.jpg,3,swimming_distress,indoor,artificial,overhead,0.94
V1186,sample_1186.jpg,1,drowning_active,indoor,artificial,side_view,0.92
V1187,sample_1187.jpg,2,drowning_passive,indoor,artificial,overhead,0.77
V1188,sample_1188.jpg,0,normal_swimming,outdoor,low_light,overhead,0.96
V1189,sample_1189.jpg,2,drowning_passive,indoor,artificial,45_degree,0.91
V1190,sample_1190.jpg,0,normal_swimming,indoor,natural,side_view,0.9
V1191,sample_1191.jpg,2,drowning_passive,indoor,low_light,side_view,0.87
V1192,sample_1192.jpg,0,normal_swimming,indoor,low_light,overhead,0.79
V1193,sample_1193.jpg,2,drowning_passive,indoor,low_light,side_view,0.98
V1194,sample_1194.jpg,2,drowning_passive,outdoor,low_light,overhead,0.84
V1195,sample_1195.jpg,1,drowning_active,indoor,natural,overhead,0.9
V1196,sample_1196.jpg,0,normal_swimming,indoor,low_light,45_degree,0.83
V1197,sample_1197.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.79
V1198,sample_1198.jpg,0,normal_swimming,outdoor,natural,overhead,0.77
V1199,sample_1199.jpg,2,drowning_passive,outdoor,low_light,overhead,0.96
V1200,sample_1200.jpg,1,drowning_active,indoor,natural,overhead,0.93
V1201,sample_1201.jpg,2,drowning_passive,indoor,low_light,overhead,0.76
V1202,sample_1202.jpg,2,drowning_passive,indoor,low_light,side_view,0.9
V1203,sample_1203.jpg,0,normal_swimming,outdoor,natural,45_degree,0.79
V1204,sample_1204.jpg,2,drowning_passive,outdoor,low_light,side_view,0.83
V1205,sample_1205.jpg,2,drowning_passive,outdoor,low_light,side_view,0.82
V1206,sample_1206.jpg,1,drowning_active,indoor,low_light,side_view,0.96
V1207,sample_1207.jpg,0,normal_swimming,outdoor,artificial,side_view,0.94
V1208,sample_1208.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.82
V1209,sample_1209.jpg,1,drowning_active,indoor,natural,side_view,0.92
V1210,sample_1210.jpg,3,swimming_distress,outdoor,low_light,overhead,0.79
V1211,sample_1211.jpg,3,swimming_distress,indoor,artificial,45_degree,0.79
V1212,sample_1212.jpg,1,drowning_active,outdoor,natural,45_degree,0.75
V1213,sample_1213.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.91
V1214,sample_1214.jpg,3,swimming_distress,indoor,artificial,45_degree,0.91
V1215,sample_1215.jpg,1,drowning_active,outdoor,natural,overhead,0.83
V1216,sample_1216.jpg,3,swimming_distress,indoor,artificial,side_view,0.94
V1217,sample_1217.jpg,2,drowning_passive,outdoor,natural,side_view,0.79
V1218,sample_1218.jpg,1,drowning_active,outdoor,natural,side_view,0.76
V1219,sample_1219.jpg,2,drowning_passive,indoor,artificial,overhead,0.82
V1220,sample_1220.jpg,1,drowning_active,indoor,natural,overhead,0.92
V1221,sample_1221.jpg,1,drowning_active,indoor,low_light,overhead,0.99
V1222,sample_1222.jpg,3,swimming_distress,indoor,artificial,45_degree,0.79
V1223,sample_1223.jpg,0,normal_swimming,indoor,low_light,overhead,0.96
V1224,sample_1224.jpg,2,drowning_passive,indoor,low_light,45_degree,0.89
V1225,sample_1225.jpg,3,swimming_distress,outdoor,low_light,side_view,0.87
V1226,sample_1226.jpg,3,swimming_distress,indoor,low_light,45_degree,0.86
V1227,sample_1227.jpg,0,normal_swimming,outdoor,artificial,overhead,0.77
V1228,sample_1228.jpg,2,drowning_passive,indoor,natural,45_degree,0.96
V1229,sample_1229.jpg,3,swimming_distress,indoor,artificial,45_degree,0.99
V1230,sample_1230.jpg,1,drowning_active,outdoor,natural,45_degree,0.84
V1231,sample_1231.jpg,2,drowning_passive,indoor,natural,side_view,0.98
V1232,sample_1232.jpg,3,swimming_distress,indoor,natural,side_view,0.84
V1233,sample_1233.jpg,1,drowning_active,outdoor,artificial,side_view,0.89
V1234,sample_1234.jpg,1,drowning_active,outdoor,low_light,45_degree,0.9
V1235,sample_1235.jpg,1,drowning_active,outdoor,artificial,45_degree,0.86
V1236,sample_1236.jpg,3,swimming_distress,outdoor,artificial,side_view,0.79
V1237,sample_1237.jpg,1,drowning_active,indoor,artificial,overhead,0.77
V1238,sample_1238.jpg,0,normal_swimming,indoor,natural,overhead,0.78
V1239,sample_1239.jpg,2,drowning_passive,outdoor,artificial,overhead,0.92
V1240,sample_1240.jpg,1,drowning_active,indoor,artificial,side_view,0.79
V1241,sample_1241.jpg,1,drowning_active,outdoor,natural,side_view,0.93
V1242,sample_1242.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.91
V1243,sample_1243.jpg,1,drowning_active,outdoor,low_light,side_view,0.83
V1244,sample_1244.jpg,1,drowning_active,outdoor,natural,side_view,0.83
V1245,sample_1245.jpg,1,drowning_active,outdoor,artificial,side_view,0.99
V1246,sample_1246.jpg,2,drowning_passive,outdoor,natural,side_view,0.8
V1247,sample_1247.jpg,2,drowning_passive,indoor,natural,45_degree,0.95
V1248,sample_1248.jpg,3,swimming_distress,indoor,natural,45_degree,0.92
V1249,sample_1249.jpg,0,normal_swimming,indoor,artificial,overhead,0.87
V1250,sample_1250.jpg,0,normal_swimming,outdoor,natural,45_degree,0.93
V1251,sample_1251.jpg,1,drowning_active,indoor,artificial,45_degree,0.85
V1252,sample_1252.jpg,2,drowning_passive,indoor,artificial,overhead,0.96
V1253,sample_1253.jpg,1,drowning_active,outdoor,artificial,side_view,0.9
V1254,sample_1254.jpg,1,drowning_active,outdoor,low_light,45_degree,0.9
V1255,sample_1255.jpg,1,drowning_active,indoor,low_light,45_degree,0.83
V1256,sample_1256.jpg,1,drowning_active,outdoor,low_light,45_degree,0.88
V1257,sample_1257.jpg,3,swimming_distress,indoor,natural,overhead,0.85
V1258,sample_1258.jpg,1,drowning_active,outdoor,artificial,overhead,0.96
V1259,sample_1259.jpg,1,drowning_active,indoor,natural,overhead,0.87
V1260,sample_1260.jpg,1,drowning_active,outdoor,natural,overhead,0.75
V1261,sample_1261.jpg,3,swimming_distress,outdoor,low_light,side_view,0.81
V1262,sample_1262.jpg,3,swimming_distress,outdoor,natural,45_degree,0.95
V1263,sample_1263.jpg,1,drowning_active,outdoor,natural,45_degree,0.81
V1264,sample_1264.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.79
V1265,sample_1265.jpg,3,swimming_distress,indoor,artificial,side_view,0.92
V1266,sample_1266.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.76
V1267,sample_1267.jpg,0,normal_swimming,indoor,artificial,45_degree,0.97
V1268,sample_1268.jpg,0,normal_swimming,indoor,artificial,side_view,0.93
V1269,sample_1269.jpg,0,normal_swimming,indoor,low_light,overhead,0.97
V1270,sample_1270.jpg,2,drowning_passive,outdoor,artificial,side_view,0.98
V1271,sample_1271.jpg,2,drowning_passive,outdoor,artificial,side_view,0.76
V1272,sample_1272.jpg,3,swimming_distress,outdoor,artificial,side_view,0.91
V1273,sample_1273.jpg,3,swimming_distress,indoor,artificial,overhead,0.78
V1274,sample_1274.jpg,2,drowning_passive,indoor,artificial,side_view,0.84
V1275,sample_1275.jpg,1,drowning_active,indoor,natural,overhead,0.76
V1276,sample_1276.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.83
V1277,sample_1277.jpg,3,swimming_distress,indoor,low_light,45_degree,0.97
V1278,sample_1278.jpg,3,swimming_distress,outdoor,natural,overhead,0.97
V1279,sample_1279.jpg,3,swimming_distress,indoor,natural,side_view,0.95
V1280,sample_1280.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.9
V1281,sample_1281.jpg,1,drowning_active,indoor,natural,45_degree,0.76
V1282,sample_1282.jpg,2,drowning_passive,outdoor,natural,overhead,0.84
V1283,sample_1283.jpg,1,drowning_active,indoor,low_light,45_degree,0.8
V1284,sample_1284.jpg,0,normal_swimming,outdoor,natural,45_degree,0.87
V1285,sample_1285.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.86
V1286,sample_1286.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.81
V1287,sample_1287.jpg,3,swimming_distress,outdoor,artificial,side_view,0.98
V1288,sample_1288.jpg,1,drowning_active,outdoor,artificial,side_view,0.93
V1289,sample_1289.jpg,3,swimming_distress,indoor,natural,45_degree,0.95
V1290,sample_1290.jpg,0,normal_swimming,outdoor,artificial,overhead,0.79
V1291,sample_1291.jpg,1,drowning_active,indoor,artificial,side_view,0.79
V1292,sample_1292.jpg,2,drowning_passive,outdoor,artificial,side_view,0.77
V1293,sample_1293.jpg,3,swimming_distress,indoor,artificial,overhead,0.83
V1294,sample_1294.jpg,2,drowning_passive,outdoor,artificial,side_view,0.81
V1295,sample_1295.jpg,3,swimming_distress,outdoor,natural,45_degree,0.78
V1296,sample_1296.jpg,1,drowning_active,indoor,low_light,overhead,0.81
V1297,sample_1297.jpg,3,swimming_distress,outdoor,natural,side_view,0.99
V1298,sample_1298.jpg,1,drowning_active,outdoor,natural,side_view,0.95
V1299,sample_1299.jpg,0,normal_swimming,indoor,artificial,side_view,0.75
V1300,sample_1300.jpg,1,drowning_active,indoor,low_light,overhead,0.81
V1301,sample_1301.jpg,1,drowning_active,indoor,natural,overhead,0.86
V1302,sample_1302.jpg,0,normal_swimming,indoor,low_light,45_degree,0.85
V1303,sample_1303.jpg,3,swimming_distress,indoor,natural,side_view,0.87
V1304,sample_1304.jpg,1,drowning_active,indoor,natural,side_view,0.78
V1305,sample_1305.jpg,2,drowning_passive,outdoor,natural,overhead,0.8
V1306,sample_1306.jpg,1,drowning_active,outdoor,low_light,overhead,0.92
V1307,sample_1307.jpg,3,swimming_distress,outdoor,natural,45_degree,0.85
V1308,sample_1308.jpg,3,swimming_distress,outdoor,low_light,side_view,0.95
V1309,sample_1309.jpg,2,drowning_passive,outdoor,artificial,overhead,0.97
V1310,sample_1310.jpg,2,drowning_passive,indoor,artificial,45_degree,0.76
V1311,sample_1311.jpg,3,swimming_distress,outdoor,natural,side_view,0.75
V1312,sample_1312.jpg,3,swimming_distress,outdoor,natural,overhead,0.84
V1313,sample_1313.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.77
V1314,sample_1314.jpg,3,swimming_distress,indoor,natural,45_degree,0.78
V1315,sample_1315.jpg,1,drowning_active,outdoor,natural,45_degree,0.94
V1316,sample_1316.jpg,1,drowning_active,indoor,natural,45_degree,0.83
V1317,sample_1317.jpg,2,drowning_passive,indoor,natural,side_view,0.95
V1318,sample_1318.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.79
V1319,sample_1319.jpg,2,drowning_passive,indoor,artificial,side_view,0.83
V1320,sample_1320.jpg,2,drowning_passive,indoor,low_light,45_degree,0.98
V1321,sample_1321.jpg,3,swimming_distress,outdoor,low_light,side_view,0.81
V1322,sample_1322.jpg,0,normal_swimming,indoor,natural,45_degree,0.92
V1323,sample_1323.jpg,3,swimming_distress,indoor,natural,overhead,0.8
V1324,sample_1324.jpg,1,drowning_active,indoor,low_light,overhead,0.77
V1325,sample_1325.jpg,2,drowning_passive,outdoor,low_light,side_view,0.77
V1326,sample_1326.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.84
V1327,sample_1327.jpg,0,normal_swimming,indoor,natural,side_view,0.99
V1328,sample_1328.jpg,2,drowning_passive,outdoor,low_light,side_view,0.86
V1329,sample_1329.jpg,3,swimming_distress,indoor,artificial,side_view,0.82
V1330,sample_1330.jpg,2,drowning_passive,indoor,artificial,overhead,0.77
V1331,sample_1331.jpg,3,swimming_distress,outdoor,natural,side_view,0.93
V1332,sample_1332.jpg,0,normal_swimming,outdoor,artificial,overhead,0.83
V1333,sample_1333.jpg,1,drowning_active,indoor,low_light,45_degree,0.88
V1334,sample_1334.jpg,0,normal_swimming,indoor,low_light,45_degree,0.85
V1335,sample_1335.jpg,1,drowning_active,outdoor,artificial,side_view,0.85
V1336,sample_1336.jpg,1,drowning_active,outdoor,artificial,45_degree,0.87
V1337,sample_1337.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.81
V1338,sample_1338.jpg,3,swimming_distress,indoor,natural,overhead,0.85
V1339,sample_1339.jpg,1,drowning_active,indoor,natural,overhead,0.85
V1340,sample_1340.jpg,3,swimming_distress,indoor,low_light,overhead,0.91
V1341,sample_1341.jpg,1,drowning_active,outdoor,low_light,side_view,0.87
V1342,sample_1342.jpg,1,drowning_active,indoor,artificial,45_degree,0.88
V1343,sample_1343.jpg,2,drowning_passive,indoor,artificial,side_view,0.88
V1344,sample_1344.jpg,0,normal_swimming,indoor,natural,side_view,0.75
V1345,sample_1345.jpg,3,swimming_distress,indoor,natural,side_view,0.81
V1346,sample_1346.jpg,3,swimming_distress,outdoor,low_light,overhead,0.81
V1347,sample_1347.jpg,1,drowning_active,indoor,artificial,45_degree,0.87
V1348,sample_1348.jpg,0,normal_swimming,outdoor,low_light,side_view,0.78
V1349,sample_1349.jpg,2,drowning_passive,indoor,artificial,side_view,0.76
V1350,sample_1350.jpg,0,normal_swimming,indoor,artificial,45_degree,0.78
V1351,sample_1351.jpg,3,swimming_distress,indoor,natural,overhead,0.88
V1352,sample_1352.jpg,1,drowning_active,outdoor,natural,overhead,0.9
V1353,sample_1353.jpg,3,swimming_distress,indoor,artificial,side_view,0.95
V1354,sample_1354.jpg,3,swimming_distress,indoor,natural,overhead,0.89
V1355,sample_1355.jpg,2,drowning_passive,outdoor,low_light,overhead,0.79
V1356,sample_1356.jpg,2,drowning_passive,indoor,natural,overhead,0.84
V1357,sample_1357.jpg,2,drowning_passive,indoor,natural,overhead,0.85
V1358,sample_1358.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.78
V1359,sample_1359.jpg,3,swimming_distress,outdoor,low_light,side_view,0.87
V1360,sample_1360.jpg,1,drowning_active,outdoor,artificial,side_view,0.89
V1361,sample_1361.jpg,0,normal_swimming,outdoor,natural,45_degree,0.85
V1362,sample_1362.jpg,2,drowning_passive,indoor,natural,overhead,0.79
V1363,sample_1363.jpg,0,normal_swimming,indoor,artificial,overhead,0.99
V1364,sample_1364.jpg,1,drowning_active,indoor,artificial,45_degree,0.98
V1365,sample_1365.jpg,2,drowning_passive,indoor,low_light,side_view,0.77
V1366,sample_1366.jpg,3,swimming_distress,indoor,artificial,overhead,0.86
V1367,sample_1367.jpg,1,drowning_active,indoor,natural,overhead,0.84
V1368,sample_1368.jpg,2,drowning_passive,indoor,natural,side_view,0.77
V1369,sample_1369.jpg,1,drowning_active,indoor,natural,side_view,0.79
V1370,sample_1370.jpg,2,drowning_passive,outdoor,low_light,side_view,0.79
V1371,sample_1371.jpg,0,normal_swimming,indoor,low_light,overhead,0.77
V1372,sample_1372.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.81
V1373,sample_1373.jpg,3,swimming_distress,outdoor,artificial,side_view,0.81
V1374,sample_1374.jpg,2,drowning_passive,outdoor,low_light,side_view,0.87
V1375,sample_1375.jpg,0,normal_swimming,outdoor,natural,side_view,0.95
V1376,sample_1376.jpg,1,drowning_active,indoor,artificial,45_degree,0.92
V1377,sample_1377.jpg,3,swimming_distress,indoor,artificial,45_degree,0.81
V1378,sample_1378.jpg,2,drowning_passive,indoor,low_light,overhead,0.78
V1379,sample_1379.jpg,2,drowning_passive,indoor,natural,side_view,0.81
V1380,sample_1380.jpg,0,normal_swimming,outdoor,natural,side_view,0.78
V1381,sample_1381.jpg,2,drowning_passive,indoor,low_light,side_view,0.85
V1382,sample_1382.jpg,3,swimming_distress,indoor,natural,45_degree,0.91
V1383,sample_1383.jpg,3,swimming_distress,outdoor,artificial,overhead,0.77
V1384,sample_1384.jpg,0,normal_swimming,outdoor,low_light,overhead,0.77
V1385,sample_1385.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.97
V1386,sample_1386.jpg,2,drowning_passive,outdoor,natural,side_view,0.85
V1387,sample_1387.jpg,1,drowning_active,outdoor,low_light,45_degree,0.89
V1388,sample_1388.jpg,3,swimming_distress,indoor,artificial,overhead,0.86
V1389,sample_1389.jpg,3,swimming_distress,outdoor,artificial,overhead,0.85
V1390,sample_1390.jpg,3,swimming_distress,indoor,low_light,45_degree,0.76
V1391,sample_1391.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.91
V1392,sample_1392.jpg,3,swimming_distress,indoor,artificial,side_view,0.79
V1393,sample_1393.jpg,3,swimming_distress,outdoor,natural,45_degree,0.79
V1394,sample_1394.jpg,1,drowning_active,outdoor,natural,overhead,0.82
V1395,sample_1395.jpg,1,drowning_active,outdoor,natural,45_degree,0.84
V1396,sample_1396.jpg,3,swimming_distress,outdoor,natural,overhead,0.82
V1397,sample_1397.jpg,0,normal_swimming,indoor,natural,overhead,0.94
V1398,sample_1398.jpg,1,drowning_active,outdoor,low_light,side_view,0.76
V1399,sample_1399.jpg,1,drowning_active,outdoor,artificial,overhead,0.81
V1400,sample_1400.jpg,3,swimming_distress,indoor,artificial,45_degree,0.86
V1401,sample_1401.jpg,1,drowning_active,indoor,artificial,45_degree,0.81
V1402,sample_1402.jpg,1,drowning_active,indoor,natural,side_view,0.75
V1403,sample_1403.jpg,1,drowning_active,outdoor,artificial,side_view,0.89
V1404,sample_1404.jpg,1,drowning_active,indoor,artificial,45_degree,0.82
V1405,sample_1405.jpg,3,swimming_distress,outdoor,natural,side_view,0.88
V1406,sample_1406.jpg,3,swimming_distress,outdoor,artificial,side_view,0.98
V1407,sample_1407.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.82
V1408,sample_1408.jpg,3,swimming_distress,indoor,artificial,side_view,0.85
V1409,sample_1409.jpg,3,swimming_distress,indoor,low_light,45_degree,0.92
V1410,sample_1410.jpg,2,drowning_passive,indoor,artificial,overhead,0.83
V1411,sample_1411.jpg,2,drowning_passive,indoor,artificial,side_view,0.92
V1412,sample_1412.jpg,2,drowning_passive,outdoor,artificial,overhead,0.98
V1413,sample_1413.jpg,2,drowning_passive,indoor,natural,side_view,0.96
V1414,sample_1414.jpg,3,swimming_distress,outdoor,natural,side_view,0.96
V1415,sample_1415.jpg,3,swimming_distress,outdoor,natural,side_view,0.88
V1416,sample_1416.jpg,0,normal_swimming,outdoor,natural,side_view,0.8
V1417,sample_1417.jpg,1,drowning_active,outdoor,artificial,45_degree,0.92
V1418,sample_1418.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.82
V1419,sample_1419.jpg,2,drowning_passive,outdoor,artificial,overhead,0.98
V1420,sample_1420.jpg,2,drowning_passive,outdoor,natural,45_degree,0.89
V1421,sample_1421.jpg,2,drowning_passive,indoor,low_light,overhead,0.95
V1422,sample_1422.jpg,3,swimming_distress,outdoor,natural,overhead,0.87
